portfolio_id,first_name,last_name,email,investment_type,stock_symbol,purchase_date,purchase_price,quantity,sale_date,sale_price,profit,industry_sector,risk_level,market_cap,annual_return,exchange,Investment_strategy
139,Patsy,Jemmett,pjemmett3u@gizmodo.com,Bonds,ICBK,9/11/2013,527.1,6307,6/22/2020,794.59,error: Field 'sale_total' not found,Technology,High,712463217,84.69,NASDAQ,Medium
140,Kimbell,Evison,kevison3v@adobe.com,Bonds,HNP,12/4/2014,780.39,741,3/29/2014,947.38,error: Field 'sale_total' not found,Finance,Medium,513690069,36.59,NASDAQ,Risky
141,Christie,Ventom,cventom3w@naver.com,Bonds,GRA,1/12/2010,781.69,5479,3/19/2022,334.47,error: Field 'sale_total' not found,Healthcare,High,216010500,76.46,NYSE,Safe
142,Jess,Hutcheons,jhutcheons3x@imgur.com,Bonds,RNVAZ,2/8/2019,889.31,2702,10/11/2022,130.26,error: Field 'sale_total' not found,Finance,Low,452929762,94.52,NYSE,Safe
143,Tove,Dowdle,tdowdle3y@twitter.com,ETFs,CELG,7/16/2012,319.82,7953,2/3/2020,805.01,error: Field 'sale_total' not found,Finance,Medium,485122760,30.99,NASDAQ,Risky
144,Ruben,Manach,rmanach3z@yolasite.com,Stocks,EGN,8/14/2016,5.39,6632,10/27/2017,193.99,error: Field 'sale_total' not found,Technology,Low,685295859,95.68,NYSE,Risky
145,Cristin,Lansley,clansley40@technorati.com,Stocks,CZWI,9/1/2011,878.2,3265,11/29/2021,330.83,error: Field 'sale_total' not found,Finance,Low,852120064,59.36,NYSE,Risky
146,Marmaduke,Grove,mgrove41@quantcast.com,ETFs,EP^C,3/10/2010,416.02,7714,6/27/2012,705.14,error: Field 'sale_total' not found,Technology,Medium,357240729,51.42,LSE,Safe
147,Riley,Blackster,rblackster42@rediff.com,Bonds,NKE,1/13/2022,585.65,2608,11/7/2018,782.66,error: Field 'sale_total' not found,Technology,Medium,830177099,2.21,LSE,Safe
148,Mozelle,Pecht,mpecht43@geocities.jp,ETFs,HT^C,1/17/2017,485.06,7598,3/2/2016,223.8,error: Field 'sale_total' not found,Technology,Medium,203251999,6.03,LSE,Risky
149,Chaunce,Middle,cmiddle44@nbcnews.com,Bonds,ELY,5/29/2011,819.99,9667,12/17/2014,379.03,error: Field 'sale_total' not found,Technology,High,941481789,16.68,NYSE,Medium
150,Othello,Kann,okann45@theguardian.com,Stocks,MCD,4/29/2015,927.78,3899,6/11/2014,262.0,error: Field 'sale_total' not found,Finance,Medium,84067515,87.65,NASDAQ,Risky
151,Lanita,Augustus,laugustus46@ow.ly,ETFs,VBIV,4/6/2016,796.89,137,11/12/2015,530.31,error: Field 'sale_total' not found,Technology,High,339322071,71.89,NYSE,Risky
152,Basilio,Ubsdale,bubsdale47@economist.com,ETFs,MOD,6/7/2021,595.38,3921,3/28/2010,492.15,error: Field 'sale_total' not found,Technology,Low,832881579,49.95,NASDAQ,Medium
153,Papagena,Antonazzi,pantonazzi48@edublogs.org,Bonds,PCYG,8/11/2021,570.67,7287,10/22/2022,371.29,error: Field 'sale_total' not found,Technology,Low,994047569,94.52,LSE,Safe
154,Dorise,Giller,dgiller49@ycombinator.com,Stocks,PPBI,11/5/2022,922.15,8473,5/28/2017,293.9,error: Field 'sale_total' not found,Healthcare,High,957265466,33.98,NYSE,Safe
155,Madelle,Grzelewski,mgrzelewski4a@adobe.com,ETFs,PAVM,8/15/2014,776.89,3426,9/4/2012,784.44,error: Field 'sale_total' not found,Finance,High,452431320,25.66,NASDAQ,Risky
156,Emogene,Coggles,ecoggles4b@creativecommons.org,ETFs,GFN,11/27/2020,907.42,7227,6/30/2011,558.45,error: Field 'sale_total' not found,Technology,High,965492805,86.4,NASDAQ,Medium
157,Farlee,Drewery,fdrewery4c@hubpages.com,ETFs,MQT,8/25/2018,431.05,812,5/13/2019,380.1,error: Field 'sale_total' not found,Healthcare,Low,646248287,56.37,LSE,Risky
158,Frannie,Hirjak,fhirjak4d@list-manage.com,Stocks,CTBI,8/13/2022,205.9,3282,11/27/2012,978.36,error: Field 'sale_total' not found,Healthcare,Low,677022227,57.88,NASDAQ,Safe
159,Griff,Aubery,gaubery4e@psu.edu,ETFs,DEX,12/1/2020,183.04,7031,1/25/2022,769.13,error: Field 'sale_total' not found,Finance,High,113502356,99.78,NYSE,Safe
160,Hallsy,Hucke,hhucke4f@webmd.com,ETFs,FRED,5/20/2020,811.57,8665,10/7/2011,114.01,error: Field 'sale_total' not found,Finance,Low,315228801,6.25,NASDAQ,Risky
161,Terri,Balaizot,tbalaizot4g@newyorker.com,ETFs,CATB,4/19/2017,23.51,7427,6/26/2021,629.01,error: Field 'sale_total' not found,Finance,Medium,846585327,52.73,NASDAQ,Safe
162,Solly,Fellows,sfellows4h@homestead.com,ETFs,ATKR,9/29/2020,862.78,1175,3/20/2013,125.4,error: Field 'sale_total' not found,Finance,High,980501725,59.17,NYSE,Risky
163,Eloise,Vequaud,evequaud4i@shop-pro.jp,ETFs,CIBR,8/28/2012,530.99,6524,10/8/2012,712.36,error: Field 'sale_total' not found,Technology,High,98213667,27.31,NYSE,Risky
164,Javier,Janusik,jjanusik4j@smugmug.com,ETFs,SUI^A,9/22/2013,192.54,6647,8/29/2013,181.22,error: Field 'sale_total' not found,Technology,Medium,611994134,78.82,NYSE,Medium
165,Reena,Sarl,rsarl4k@fc2.com,ETFs,MKL,11/12/2010,318.52,8004,11/14/2021,833.52,error: Field 'sale_total' not found,Healthcare,High,790597375,14.85,NYSE,Medium
166,Findlay,Amery,famery4l@slashdot.org,Bonds,SBH,6/22/2010,917.82,2261,6/16/2018,395.9,error: Field 'sale_total' not found,Finance,High,134706216,44.16,LSE,Risky
167,Jethro,Lamdin,jlamdin4m@elpais.com,ETFs,LKSD,2/9/2015,308.76,9714,7/7/2012,38.53,error: Field 'sale_total' not found,Technology,Medium,895454852,49.11,LSE,Medium
168,Hayden,Barks,hbarks4n@constantcontact.com,Stocks,NSM,2/25/2022,483.32,4186,7/10/2020,662.14,error: Field 'sale_total' not found,Healthcare,Medium,281028054,6.81,LSE,Safe
169,Wilhelmina,Marcos,wmarcos4o@mashable.com,ETFs,EGLT,5/5/2011,427.5,7157,12/13/2014,423.97,error: Field 'sale_total' not found,Finance,High,222727418,77.03,NYSE,Risky
170,Katheryn,Artist,kartist4p@rediff.com,Bonds,HLS,9/21/2021,155.15,6771,1/5/2010,855.41,error: Field 'sale_total' not found,Technology,Medium,39593906,7.66,LSE,Risky
171,Nani,Matusov,nmatusov4q@twitpic.com,Bonds,BAF,6/9/2022,165.4,63,9/28/2019,996.97,error: Field 'sale_total' not found,Healthcare,High,798164633,9.4,LSE,Medium
172,Ginger,Bauer,gbauer4r@skype.com,ETFs,SAN^A,8/12/2020,872.8,1524,10/12/2021,958.3,error: Field 'sale_total' not found,Finance,Medium,870459921,48.56,NYSE,Medium
173,Pattie,Starford,pstarford4s@ezinearticles.com,Stocks,NWBI,2/16/2015,138.35,1406,1/22/2010,189.34,error: Field 'sale_total' not found,Technology,Low,544379125,95.56,NASDAQ,Medium
174,Culver,Stonhouse,cstonhouse4t@vimeo.com,Bonds,RESN,7/10/2014,131.41,8608,9/6/2010,948.71,error: Field 'sale_total' not found,Healthcare,Low,916832912,64.62,NASDAQ,Risky
175,Toiboid,Muckleston,tmuckleston4u@biblegateway.com,Stocks,IR,7/17/2014,346.04,3956,10/17/2022,921.79,error: Field 'sale_total' not found,Technology,High,536721376,21.85,NYSE,Medium
176,Dulce,Elsip,delsip4v@japanpost.jp,ETFs,RTTR,8/20/2013,385.19,3201,11/25/2014,383.41,error: Field 'sale_total' not found,Finance,Low,792535616,63.84,LSE,Safe
177,Lemuel,Amoss,lamoss4w@geocities.com,ETFs,GBLIL,12/26/2022,26.51,6808,5/19/2013,616.84,error: Field 'sale_total' not found,Technology,High,246316277,49.82,LSE,Medium
178,Karlee,Garbar,kgarbar4x@opensource.org,Stocks,TLYS,1/8/2016,951.32,5713,3/10/2018,522.15,error: Field 'sale_total' not found,Technology,High,896622906,63.74,LSE,Risky
179,Katey,Colvie,kcolvie4y@abc.net.au,ETFs,BRO,3/31/2019,534.56,538,1/31/2018,20.38,error: Field 'sale_total' not found,Finance,Low,200441183,13.48,NASDAQ,Safe
180,Lenna,Lonsdale,llonsdale4z@shareasale.com,ETFs,RYN,1/18/2013,69.34,2022,11/6/2017,290.8,error: Field 'sale_total' not found,Finance,High,76847753,44.43,NASDAQ,Risky
181,Lindi,Barcroft,lbarcroft50@economist.com,Bonds,KRA,12/21/2011,389.74,1734,8/18/2012,719.44,error: Field 'sale_total' not found,Healthcare,Low,251414132,68.5,NASDAQ,Risky
182,Josey,Birt,jbirt51@hud.gov,ETFs,NLY^D,11/24/2021,477.83,1566,8/20/2010,688.07,error: Field 'sale_total' not found,Finance,High,384641584,94.42,NYSE,Risky
183,Ferris,Antonoyev,fantonoyev52@wufoo.com,Bonds,EGAN,11/16/2015,258.95,6662,12/11/2012,922.31,error: Field 'sale_total' not found,Finance,High,572127747,83.22,LSE,Risky
184,Dolf,Michelotti,dmichelotti53@nhs.uk,Stocks,SFNC,9/15/2012,830.54,8738,3/30/2016,300.7,error: Field 'sale_total' not found,Technology,Low,816714405,43.24,LSE,Safe
185,Brana,McGlew,bmcglew54@vinaora.com,ETFs,JFR,3/15/2020,913.07,9727,6/14/2015,435.99,error: Field 'sale_total' not found,Healthcare,Medium,771811406,49.96,NYSE,Medium
186,Tymon,Sellar,tsellar55@narod.ru,Bonds,CHSCM,3/28/2021,450.25,5714,9/3/2019,203.78,error: Field 'sale_total' not found,Finance,High,39403554,10.28,NASDAQ,Safe
187,Raddy,Rosiello,rrosiello56@va.gov,Stocks,DNOW,6/14/2016,275.37,5163,9/28/2011,979.32,error: Field 'sale_total' not found,Technology,Medium,838407512,61.93,LSE,Risky
188,Venita,Shoppee,vshoppee57@nhs.uk,Stocks,NTIC,6/3/2012,102.84,3841,4/28/2016,483.12,error: Field 'sale_total' not found,Technology,High,117102752,88.53,NASDAQ,Medium
189,Pauletta,Murname,pmurname58@vistaprint.com,Stocks,PPHM,4/27/2014,872.91,7876,5/23/2018,21.75,error: Field 'sale_total' not found,Healthcare,Medium,953848552,60.93,LSE,Medium
190,Berty,Spelwood,bspelwood59@slashdot.org,Bonds,SNFCA,3/24/2015,710.43,398,5/19/2016,979.87,error: Field 'sale_total' not found,Healthcare,Low,803266651,82.97,NASDAQ,Medium
191,Rozanne,Bockin,rbockin5a@xinhuanet.com,ETFs,DBVT,12/24/2014,176.83,4021,8/30/2018,117.93,error: Field 'sale_total' not found,Finance,High,777700715,1.09,NYSE,Safe
192,Josie,Mapis,jmapis5b@bizjournals.com,ETFs,RY,3/11/2019,809.36,1731,11/5/2012,666.33,error: Field 'sale_total' not found,Technology,Low,607243719,23.49,NYSE,Risky
193,Rubina,Mazillius,rmazillius5c@globo.com,ETFs,HEI,10/21/2019,252.08,7571,4/4/2021,296.94,error: Field 'sale_total' not found,Healthcare,High,739849281,96.14,NASDAQ,Safe
194,Ellsworth,Rasell,erasell5d@photobucket.com,Bonds,WCFB,3/3/2021,622.93,7331,12/11/2017,941.43,error: Field 'sale_total' not found,Technology,Medium,297801685,68.69,NASDAQ,Risky
195,Theresa,MacDonogh,tmacdonogh5e@lycos.com,ETFs,CLCT,8/7/2016,995.03,9998,3/11/2020,481.3,error: Field 'sale_total' not found,Healthcare,Medium,686007370,45.72,NYSE,Safe
196,Cissy,Brothwell,cbrothwell5f@narod.ru,Bonds,WRD,9/8/2013,347.4,4103,4/24/2012,751.88,error: Field 'sale_total' not found,Healthcare,Low,842625294,39.88,NASDAQ,Safe
197,Lorne,Scholar,lscholar5g@sun.com,Stocks,OTIC,5/23/2021,192.72,3487,8/12/2015,138.25,error: Field 'sale_total' not found,Finance,High,434043238,17.72,NASDAQ,Risky
198,Olin,Sinson,osinson5h@xinhuanet.com,Bonds,HE^U,10/16/2017,824.58,8844,12/9/2016,121.65,error: Field 'sale_total' not found,Healthcare,Medium,289131434,65.97,NASDAQ,Medium
199,Tabina,Hallgarth,thallgarth5i@wikimedia.org,Stocks,FFIV,3/11/2010,8.38,7685,1/8/2010,859.79,error: Field 'sale_total' not found,Healthcare,Medium,956047557,94.93,NYSE,Safe
200,Dyanne,Tynan,dtynan5j@123-reg.co.uk,Stocks,CAB,9/3/2013,609.94,2908,1/29/2014,308.78,error: Field 'sale_total' not found,Technology,Low,131657540,48.86,LSE,Medium
201,Christie,Antonat,cantonat5k@delicious.com,ETFs,PSA^A,5/3/2010,849.02,1070,3/9/2021,70.46,error: Field 'sale_total' not found,Healthcare,High,84527922,25.87,NYSE,Safe
202,Ron,Haigh,rhaigh5l@gravatar.com,Stocks,HPP,5/21/2017,256.84,7501,2/27/2015,62.87,error: Field 'sale_total' not found,Finance,Medium,287498709,87.3,NASDAQ,Medium
203,Lana,Bonnyson,lbonnyson5m@salon.com,ETFs,PFGC,9/13/2021,514.82,738,3/31/2010,246.64,error: Field 'sale_total' not found,Technology,High,241423350,36.18,NASDAQ,Risky
204,Stace,Eslemont,seslemont5n@sciencedirect.com,ETFs,FI,8/8/2011,750.8,2556,6/25/2010,462.27,error: Field 'sale_total' not found,Finance,Medium,766233877,13.63,LSE,Risky
205,Goldy,Gallety,ggallety5o@xrea.com,Stocks,SRUNW,12/10/2021,990.92,1994,2/21/2022,67.42,error: Field 'sale_total' not found,Healthcare,Medium,403145753,74.08,NYSE,Medium
206,Yvon,Shoorbrooke,yshoorbrooke5p@drupal.org,Stocks,CUBI^D,9/20/2011,426.1,8821,11/11/2020,567.13,error: Field 'sale_total' not found,Technology,High,494651223,53.76,LSE,Risky
207,Zara,Roft,zroft5q@army.mil,Bonds,OXM,4/7/2012,609.82,5061,5/30/2012,797.3,error: Field 'sale_total' not found,Healthcare,Medium,403077258,84.64,NYSE,Risky
208,Antin,Tapner,atapner5r@elegantthemes.com,ETFs,TICCL,5/16/2014,509.76,9089,4/19/2013,619.33,error: Field 'sale_total' not found,Finance,Medium,529361129,13.14,NYSE,Safe
209,Madelaine,Lawlan,mlawlan5s@bbb.org,Bonds,YUME,7/25/2019,463.96,8100,11/19/2013,466.85,error: Field 'sale_total' not found,Finance,Medium,700085841,77.02,LSE,Risky
210,Idalina,Starmore,istarmore5t@un.org,ETFs,ONTX,5/3/2019,366.46,6030,6/24/2015,69.03,error: Field 'sale_total' not found,Technology,Low,490193706,8.31,NYSE,Safe
211,Corena,Marjanovic,cmarjanovic5u@utexas.edu,Stocks,BKCC,4/16/2017,986.65,4706,3/23/2019,988.47,error: Field 'sale_total' not found,Healthcare,Medium,915262906,80.88,LSE,Medium
212,Stafford,Poston,sposton5v@loc.gov,Bonds,FOX,6/17/2016,116.51,1252,10/13/2016,766.74,error: Field 'sale_total' not found,Healthcare,Low,565198083,57.01,NYSE,Risky
213,Irving,Extance,iextance5w@samsung.com,Bonds,NCV,10/4/2013,407.62,4125,4/22/2020,167.11,error: Field 'sale_total' not found,Healthcare,Medium,296883580,79.98,NASDAQ,Risky
214,Katya,Battey,kbattey5x@japanpost.jp,ETFs,RVNC,2/9/2018,136.35,915,1/7/2012,930.57,error: Field 'sale_total' not found,Finance,Medium,504082457,92.17,NASDAQ,Risky
215,Culley,McAreavey,cmcareavey5y@ehow.com,Bonds,ZION,10/9/2018,516.82,9533,10/22/2017,297.27,error: Field 'sale_total' not found,Finance,Low,406382703,49.39,LSE,Safe
216,Ado,Angrove,aangrove5z@google.it,ETFs,PSA^V,4/23/2013,105.5,9737,9/22/2016,464.28,error: Field 'sale_total' not found,Healthcare,Medium,56455710,33.29,NASDAQ,Medium
217,Ofella,Itshak,oitshak60@msu.edu,Stocks,CMLS,11/13/2019,712.19,670,5/29/2021,198.23,error: Field 'sale_total' not found,Healthcare,Low,55803891,99.13,LSE,Medium
218,Rooney,Chedzoy,rchedzoy61@tripadvisor.com,Stocks,SAP,5/5/2021,825.3,119,1/3/2011,1.91,error: Field 'sale_total' not found,Healthcare,High,611897783,36.55,NYSE,Risky
219,Gloriana,Janeway,gjaneway62@privacy.gov.au,ETFs,SAFM,8/1/2011,372.73,2710,4/22/2021,535.66,error: Field 'sale_total' not found,Finance,Medium,664564056,39.24,LSE,Risky
220,Joshuah,Kimbrey,jkimbrey63@samsung.com,ETFs,BFAM,11/22/2017,442.77,7544,1/14/2018,900.17,error: Field 'sale_total' not found,Technology,High,537420320,10.98,NASDAQ,Safe
221,Asa,Monroe,amonroe64@dailymail.co.uk,Bonds,TROX,7/18/2014,909.83,8227,3/6/2018,47.34,error: Field 'sale_total' not found,Healthcare,Low,822773560,58.04,NASDAQ,Risky
222,Patricia,Petts,ppetts65@mapquest.com,Stocks,NM,2/8/2022,24.66,3340,8/5/2022,42.34,error: Field 'sale_total' not found,Healthcare,Low,84667360,33.26,NYSE,Safe
223,Sam,Losseljong,slosseljong66@addtoany.com,Bonds,TBBK,1/24/2019,743.47,1226,4/11/2013,450.69,error: Field 'sale_total' not found,Healthcare,High,719712763,93.07,NYSE,Safe
224,Deeann,Degli Antoni,ddegliantoni67@dailymotion.com,ETFs,VICR,12/15/2015,204.3,9627,8/31/2012,274.97,error: Field 'sale_total' not found,Finance,High,192370520,35.72,NASDAQ,Risky
225,Adella,Durbin,adurbin68@mediafire.com,ETFs,EEA,9/6/2021,691.64,8105,11/3/2017,999.28,error: Field 'sale_total' not found,Finance,Medium,718324820,8.53,NASDAQ,Medium
226,Clo,Morfell,cmorfell69@studiopress.com,Bonds,MANT,6/26/2010,17.83,448,4/22/2011,40.23,error: Field 'sale_total' not found,Finance,Medium,264529194,51.03,LSE,Safe
227,Rivi,Devericks,rdevericks6a@nasa.gov,ETFs,ENVA,8/8/2013,803.19,1051,9/17/2015,89.68,error: Field 'sale_total' not found,Technology,Medium,181006889,41.8,NASDAQ,Medium
228,Auroora,Pearn,apearn6b@scientificamerican.com,Bonds,PYZ,10/19/2021,209.34,7229,11/26/2019,491.78,error: Field 'sale_total' not found,Healthcare,High,5384767,12.63,NASDAQ,Risky
229,Travis,Finey,tfiney6c@chronoengine.com,Bonds,CTWS,4/17/2014,580.18,2585,11/18/2020,507.78,error: Field 'sale_total' not found,Technology,Medium,116770101,9.7,NYSE,Medium
230,Welch,Beentjes,wbeentjes6d@g.co,ETFs,RSO^B,11/13/2019,802.87,8606,7/18/2019,409.93,error: Field 'sale_total' not found,Healthcare,Low,847417215,54.82,LSE,Medium
231,Lu,Miettinen,lmiettinen6e@deviantart.com,Stocks,AIMT,7/15/2018,817.93,3863,4/20/2020,355.3,error: Field 'sale_total' not found,Finance,Medium,334082047,46.68,NASDAQ,Safe
232,Alysia,Teather,ateather6f@sciencedaily.com,Bonds,ALRM,3/1/2019,711.66,6709,10/19/2018,926.99,error: Field 'sale_total' not found,Technology,Low,817633878,27.14,LSE,Safe
233,Justus,Di Maria,jdimaria6g@macromedia.com,ETFs,LUV,10/14/2013,83.97,6703,12/15/2022,152.72,error: Field 'sale_total' not found,Healthcare,Low,773725796,48.79,NASDAQ,Safe
234,Linnea,Forri,lforri6h@i2i.jp,Stocks,BBT^H,12/3/2018,263.9,680,8/5/2017,850.69,error: Field 'sale_total' not found,Healthcare,High,811526397,26.31,LSE,Safe
235,Virginia,Tilby,vtilby6i@berkeley.edu,Bonds,EMO,6/24/2022,518.8,1273,7/30/2017,710.37,error: Field 'sale_total' not found,Finance,Low,268359230,68.85,NASDAQ,Medium
236,Crysta,Dabernott,cdabernott6j@boston.com,ETFs,BAC^E,12/10/2020,388.73,825,8/2/2020,313.85,error: Field 'sale_total' not found,Technology,Medium,167220060,30.56,NYSE,Safe
237,Eziechiele,Washtell,ewashtell6k@twitter.com,Bonds,ROG,7/15/2010,948.47,1436,9/7/2013,905.46,error: Field 'sale_total' not found,Healthcare,Medium,59161396,42.91,NYSE,Safe
238,Earl,Sweetenham,esweetenham6l@columbia.edu,Bonds,ORRF,4/29/2013,349.48,8604,6/18/2014,198.75,error: Field 'sale_total' not found,Technology,Medium,375793970,67.19,NASDAQ,Risky
239,Obie,Tibbles,otibbles6m@netlog.com,Bonds,PRXL,6/7/2012,628.28,3768,11/27/2022,982.28,error: Field 'sale_total' not found,Finance,Low,81596416,86.12,LSE,Medium
240,Euell,Bruhnsen,ebruhnsen6n@youku.com,ETFs,PSA^D,1/1/2015,221.52,5135,8/27/2018,80.45,error: Field 'sale_total' not found,Finance,High,855685185,67.13,NYSE,Safe
241,Binni,Scarratt,bscarratt6o@un.org,Bonds,TSRI,2/20/2010,876.78,9453,1/3/2018,163.76,error: Field 'sale_total' not found,Technology,Medium,613558926,67.93,NYSE,Medium
242,Felice,Battson,fbattson6p@topsy.com,Stocks,KR,12/11/2012,685.92,2109,10/1/2017,160.53,error: Field 'sale_total' not found,Technology,Low,551489824,77.76,LSE,Safe
243,Branden,Gostall,bgostall6q@latimes.com,ETFs,AMH^A,11/13/2021,156.53,8627,8/11/2014,555.15,error: Field 'sale_total' not found,Healthcare,Medium,792361600,57.91,NYSE,Risky
244,Dominic,Gulberg,dgulberg6r@twitpic.com,Stocks,LPI,1/24/2014,269.3,8711,1/25/2010,272.91,error: Field 'sale_total' not found,Finance,Medium,564869327,92.29,NASDAQ,Safe
245,Teena,Tatnell,ttatnell6s@yelp.com,Bonds,TROW,5/19/2019,20.34,5534,11/24/2015,64.0,error: Field 'sale_total' not found,Finance,Medium,412511980,50.56,NASDAQ,Safe
246,Bobby,Poundford,bpoundford6t@sogou.com,Stocks,SGRP,2/27/2012,744.97,8931,11/22/2020,751.66,error: Field 'sale_total' not found,Healthcare,Low,569333612,40.06,NASDAQ,Safe
247,Brok,Meininking,bmeininking6u@yale.edu,ETFs,VUSE,8/26/2011,855.83,365,8/13/2011,500.39,error: Field 'sale_total' not found,Technology,High,236477592,95.15,LSE,Risky
248,Valentino,Schollick,vschollick6v@walmart.com,Stocks,RDS.A,7/26/2022,621.09,1165,4/15/2016,736.03,error: Field 'sale_total' not found,Healthcare,Medium,505973380,16.04,LSE,Safe
249,Giustina,Cargill,gcargill6w@sohu.com,Stocks,ASNA,5/7/2021,948.8,3568,6/17/2022,221.88,error: Field 'sale_total' not found,Technology,Low,175373188,26.69,NYSE,Safe
250,Hazel,Ondrusek,hondrusek6x@tuttocitta.it,Bonds,GTYHW,1/3/2015,833.06,9279,7/25/2010,259.35,error: Field 'sale_total' not found,Finance,Medium,441129141,53.11,NASDAQ,Medium
251,Lammond,Weymouth,lweymouth6y@pbs.org,ETFs,RNG,11/15/2019,537.5,4402,2/19/2010,196.9,error: Field 'sale_total' not found,Finance,Medium,108073117,80.48,NASDAQ,Risky
252,Bayard,Muldoon,bmuldoon6z@eventbrite.com,Stocks,FRC^C,10/17/2016,269.93,9392,1/12/2017,269.65,error: Field 'sale_total' not found,Technology,Low,340341480,71.31,LSE,Risky
253,Richardo,Saunderson,rsaunderson70@disqus.com,Stocks,WFT,7/12/2010,217.18,5379,8/23/2020,957.73,error: Field 'sale_total' not found,Technology,Medium,595721330,29.98,LSE,Risky
254,Donetta,Billingham,dbillingham71@google.cn,ETFs,VSLR,7/30/2014,85.49,6229,8/2/2011,809.46,error: Field 'sale_total' not found,Healthcare,Medium,633948843,5.69,NASDAQ,Risky
255,Carmine,Pentlow,cpentlow72@live.com,ETFs,SPTN,11/27/2012,277.67,9173,10/11/2013,712.52,error: Field 'sale_total' not found,Healthcare,Low,483989497,90.04,LSE,Medium
256,Meris,Chastand,mchastand73@dagondesign.com,Bonds,KVHI,10/4/2015,656.46,7497,3/19/2018,514.83,error: Field 'sale_total' not found,Technology,Low,811757617,56.7,NYSE,Medium
257,Say,Seaman,sseaman74@csmonitor.com,Bonds,KMM,9/6/2012,311.52,1926,10/16/2020,245.92,error: Field 'sale_total' not found,Finance,High,45273488,80.61,NYSE,Risky
258,Christi,Ambrogioli,cambrogioli75@sciencedirect.com,ETFs,LPT,9/2/2013,862.02,4591,11/5/2015,529.01,error: Field 'sale_total' not found,Finance,High,638411474,60.6,NASDAQ,Risky
259,Ellen,Kimbley,ekimbley76@shareasale.com,Bonds,MRVL,10/1/2020,661.35,5936,4/16/2017,834.13,error: Field 'sale_total' not found,Finance,Medium,273590916,13.38,NASDAQ,Medium
260,Joana,Abbotts,jabbotts77@java.com,Bonds,DRWI,12/28/2011,181.65,7790,4/12/2011,541.96,error: Field 'sale_total' not found,Finance,High,400733290,81.09,NASDAQ,Safe
261,Bartel,Sultan,bsultan78@cbslocal.com,Bonds,FDX,4/19/2012,624.35,3658,5/5/2016,44.36,error: Field 'sale_total' not found,Healthcare,High,892751263,84.25,NYSE,Risky
262,Yurik,Gavrielli,ygavrielli79@liveinternet.ru,Stocks,GPRE,3/31/2015,700.61,1269,9/8/2014,859.27,error: Field 'sale_total' not found,Healthcare,High,965511770,63.98,NASDAQ,Medium
263,Geralda,Beamish,gbeamish7a@wikimedia.org,Bonds,KMDA,4/12/2017,760.78,9307,4/22/2018,617.93,error: Field 'sale_total' not found,Technology,Low,99316977,31.5,NASDAQ,Medium
264,Winny,Urrey,wurrey7b@sciencedirect.com,ETFs,IAC,5/26/2011,399.06,348,2/17/2011,479.45,error: Field 'sale_total' not found,Finance,High,553944739,54.63,LSE,Risky
265,Rockwell,Shorton,rshorton7c@unblog.fr,Stocks,CFCOU,7/7/2017,327.13,3278,8/7/2020,605.91,error: Field 'sale_total' not found,Healthcare,Low,315771021,11.45,NASDAQ,Medium
266,Natasha,Truran,ntruran7d@redcross.org,Stocks,SNV^C,10/7/2019,50.24,2101,4/14/2022,142.82,error: Field 'sale_total' not found,Finance,Medium,132515297,66.65,NYSE,Safe
267,Jdavie,Thomann,jthomann7e@ucoz.com,Stocks,LBRDK,7/2/2011,149.63,194,3/16/2015,12.22,error: Field 'sale_total' not found,Healthcare,Low,62712659,73.31,LSE,Safe
268,Lenore,Duesbury,lduesbury7f@msn.com,Stocks,CDK,12/30/2017,57.37,8582,1/1/2016,467.92,error: Field 'sale_total' not found,Healthcare,Low,396372984,87.83,NASDAQ,Safe
269,Alberik,Candish,acandish7g@slideshare.net,Stocks,CINR,8/28/2011,790.51,2099,7/21/2019,195.66,error: Field 'sale_total' not found,Technology,High,330641575,52.51,NYSE,Safe
270,Jethro,Leftbridge,jleftbridge7h@com.com,Bonds,MT,2/8/2013,969.14,8812,8/9/2010,200.11,error: Field 'sale_total' not found,Healthcare,Medium,529174747,89.65,NASDAQ,Medium
271,Robb,Shave,rshave7i@google.cn,ETFs,EVOK,10/20/2011,819.81,8808,3/24/2021,387.69,error: Field 'sale_total' not found,Finance,Medium,779235484,46.09,LSE,Safe
272,Thatch,Oldroyd,toldroyd7j@npr.org,ETFs,FDS,5/27/2022,95.51,8503,7/9/2013,846.95,error: Field 'sale_total' not found,Technology,High,744634056,31.38,NYSE,Safe
273,Tabbie,de Castelain,tdecastelain7k@4shared.com,Bonds,UBP^F,11/19/2015,159.26,5498,1/6/2021,263.09,error: Field 'sale_total' not found,Healthcare,Low,17972332,50.75,NASDAQ,Medium
274,Katrinka,Trimble,ktrimble7l@deliciousdays.com,Bonds,PCG,10/29/2013,867.81,4132,2/25/2015,75.64,error: Field 'sale_total' not found,Technology,High,663617454,63.53,NYSE,Risky
275,Melli,Dreschler,mdreschler7m@forbes.com,Stocks,ESS,9/15/2011,445.03,5303,7/24/2020,839.27,error: Field 'sale_total' not found,Finance,Low,300962846,94.6,NYSE,Safe
276,Nathanael,Fettes,nfettes7n@cisco.com,ETFs,ASUR,7/22/2012,181.78,1063,5/14/2016,733.36,error: Field 'sale_total' not found,Healthcare,High,920625719,44.58,NYSE,Risky
